inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock,stock_level,reorder_point,stock_status,inventory_validation,load_timestamp
INV04980,2026-09-24 12:00:00,Contact Lens,Delhi_WH,415,224,138,501,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04981,2026-09-24 13:00:00,Contact Lens,Mumbai_WH,142,71,92,121,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04983,2026-09-24 15:00:00,Contact Lens,Bangalore_WH,193,222,190,225,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04988,2026-09-24 20:00:00,Prescription Lens,Mumbai_WH,387,277,125,539,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04994,2026-09-25 02:00:00,Reading Glasses,Delhi_WH,411,97,211,297,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04998,2026-09-25 06:00:00,Sunglasses,Mumbai_WH,297,294,67,524,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04000,2026-08-14 16:00:00,Sunglasses,Bangalore_WH,396,293,73,616,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04004,2026-08-14 20:00:00,Sunglasses,Delhi_WH,261,164,255,170,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04014,2026-08-15 06:00:00,Contact Lens,Bangalore_WH,207,99,193,113,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04021,2026-08-15 13:00:00,Contact Lens,Bangalore_WH,471,131,191,411,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04030,2026-08-15 22:00:00,Optical Frame,Mumbai_WH,293,203,158,338,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04057,2026-08-17 01:00:00,Prescription Lens,Bangalore_WH,437,145,196,386,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04066,2026-08-17 10:00:00,Reading Glasses,Delhi_WH,302,86,129,259,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04095,2026-08-18 15:00:00,Sunglasses,Delhi_WH,276,147,112,311,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04098,2026-08-18 18:00:00,Prescription Lens,Mumbai_WH,391,245,163,473,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04127,2026-08-19 23:00:00,Sunglasses,Delhi_WH,382,78,105,355,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04142,2026-08-20 14:00:00,Optical Frame,Delhi_WH,364,162,299,227,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04162,2026-08-21 10:00:00,Sunglasses,Mumbai_WH,351,189,214,326,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04200,2026-08-23 00:00:00,Contact Lens,Mumbai_WH,239,141,263,117,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04203,2026-08-23 03:00:00,Sunglasses,Delhi_WH,190,260,148,302,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04224,2026-08-24 00:00:00,Contact Lens,Bangalore_WH,488,109,261,336,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04229,2026-08-24 05:00:00,Reading Glasses,Delhi_WH,119,210,219,110,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04249,2026-08-25 01:00:00,Reading Glasses,Delhi_WH,227,145,110,262,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04265,2026-08-25 17:00:00,Reading Glasses,Delhi_WH,452,199,253,398,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04271,2026-08-25 23:00:00,Prescription Lens,Delhi_WH,291,96,170,217,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04286,2026-08-26 14:00:00,Prescription Lens,Mumbai_WH,105,102,178,29,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04288,2026-08-26 16:00:00,Contact Lens,Bangalore_WH,344,108,250,202,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04289,2026-08-26 17:00:00,Optical Frame,Bangalore_WH,187,200,244,143,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04304,2026-08-27 08:00:00,Optical Frame,Bangalore_WH,232,95,51,276,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04317,2026-08-27 21:00:00,Contact Lens,Delhi_WH,178,284,121,341,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04335,2026-08-28 15:00:00,Reading Glasses,Bangalore_WH,415,225,213,427,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04337,2026-08-28 17:00:00,Sunglasses,Bangalore_WH,396,87,213,270,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04345,2026-08-29 01:00:00,Optical Frame,Bangalore_WH,450,70,216,304,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04347,2026-08-29 03:00:00,Contact Lens,Mumbai_WH,347,199,216,330,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04355,2026-08-29 11:00:00,Reading Glasses,Delhi_WH,442,188,223,407,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04370,2026-08-30 02:00:00,Reading Glasses,Mumbai_WH,124,256,184,196,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04403,2026-08-31 11:00:00,Reading Glasses,Delhi_WH,216,83,262,37,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04457,2026-09-02 17:00:00,Prescription Lens,Bangalore_WH,296,95,100,291,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04459,2026-09-02 19:00:00,Optical Frame,Delhi_WH,202,200,176,226,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04462,2026-09-02 22:00:00,Contact Lens,Bangalore_WH,215,298,241,272,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04473,2026-09-03 09:00:00,Contact Lens,Delhi_WH,430,100,254,276,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04491,2026-09-04 03:00:00,Reading Glasses,Delhi_WH,471,214,167,518,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04511,2026-09-04 23:00:00,Reading Glasses,Mumbai_WH,211,230,258,183,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04563,2026-09-07 03:00:00,Prescription Lens,Bangalore_WH,185,257,80,362,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04618,2026-09-09 10:00:00,Contact Lens,Bangalore_WH,345,207,94,458,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04636,2026-09-10 04:00:00,Contact Lens,Delhi_WH,388,122,256,254,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04668,2026-09-11 12:00:00,Reading Glasses,Bangalore_WH,182,251,170,263,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04669,2026-09-11 13:00:00,Optical Frame,Delhi_WH,354,270,274,350,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04686,2026-09-12 06:00:00,Reading Glasses,Delhi_WH,174,188,263,99,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04689,2026-09-12 09:00:00,Prescription Lens,Bangalore_WH,217,50,157,110,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04718,2026-09-13 14:00:00,Prescription Lens,Bangalore_WH,349,175,210,314,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04721,2026-09-13 17:00:00,Sunglasses,Mumbai_WH,402,213,210,405,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04730,2026-09-14 02:00:00,Sunglasses,Delhi_WH,248,216,58,406,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04731,2026-09-14 03:00:00,Prescription Lens,Bangalore_WH,337,195,268,264,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04736,2026-09-14 08:00:00,Reading Glasses,Delhi_WH,489,94,55,528,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04763,2026-09-15 11:00:00,Reading Glasses,Bangalore_WH,167,57,168,56,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04790,2026-09-16 14:00:00,Sunglasses,Mumbai_WH,277,165,216,226,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04838,2026-09-18 14:00:00,Reading Glasses,Delhi_WH,452,226,86,592,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04907,2026-09-21 11:00:00,Contact Lens,Delhi_WH,141,208,179,170,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04910,2026-09-21 14:00:00,Sunglasses,Delhi_WH,256,242,111,387,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04918,2026-09-21 22:00:00,Sunglasses,Delhi_WH,415,229,56,588,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04955,2026-09-23 11:00:00,Contact Lens,Delhi_WH,337,272,152,457,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04972,2026-09-24 04:00:00,Contact Lens,Bangalore_WH,220,298,242,276,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04022,2026-08-15 14:00:00,Contact Lens,Mumbai_WH,468,133,162,439,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04038,2026-08-16 06:00:00,Contact Lens,Bangalore_WH,333,213,182,364,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04039,2026-08-16 07:00:00,Reading Glasses,Delhi_WH,468,260,131,597,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04049,2026-08-16 17:00:00,Optical Frame,Mumbai_WH,376,185,164,397,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04075,2026-08-17 19:00:00,Reading Glasses,Mumbai_WH,390,145,62,473,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04100,2026-08-18 20:00:00,Optical Frame,Mumbai_WH,397,228,267,358,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04106,2026-08-19 02:00:00,Contact Lens,Bangalore_WH,297,138,240,195,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04167,2026-08-21 15:00:00,Optical Frame,Delhi_WH,282,276,224,334,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04175,2026-08-21 23:00:00,Optical Frame,Mumbai_WH,492,78,58,512,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04179,2026-08-22 03:00:00,Reading Glasses,Mumbai_WH,324,258,257,325,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04189,2026-08-22 13:00:00,Prescription Lens,Delhi_WH,408,243,252,399,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04195,2026-08-22 19:00:00,Contact Lens,Delhi_WH,140,110,72,178,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04199,2026-08-22 23:00:00,Prescription Lens,Bangalore_WH,419,255,291,383,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04244,2026-08-24 20:00:00,Optical Frame,Delhi_WH,171,60,66,165,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04255,2026-08-25 07:00:00,Optical Frame,Bangalore_WH,491,198,205,484,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04330,2026-08-28 10:00:00,Optical Frame,Bangalore_WH,378,140,55,463,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04333,2026-08-28 13:00:00,Optical Frame,Delhi_WH,462,129,233,358,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04336,2026-08-28 16:00:00,Prescription Lens,Mumbai_WH,204,62,162,104,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04362,2026-08-29 18:00:00,Contact Lens,Mumbai_WH,155,90,148,97,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04366,2026-08-29 22:00:00,Reading Glasses,Delhi_WH,486,214,77,623,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04393,2026-08-31 01:00:00,Optical Frame,Bangalore_WH,298,128,291,135,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04399,2026-08-31 07:00:00,Contact Lens,Mumbai_WH,420,258,211,467,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04444,2026-09-02 04:00:00,Sunglasses,Mumbai_WH,153,65,182,36,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04451,2026-09-02 11:00:00,Contact Lens,Bangalore_WH,423,186,146,463,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04456,2026-09-02 16:00:00,Optical Frame,Bangalore_WH,481,189,176,494,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04464,2026-09-03 00:00:00,Sunglasses,Bangalore_WH,318,283,266,335,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04466,2026-09-03 02:00:00,Contact Lens,Delhi_WH,473,173,196,450,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04474,2026-09-03 10:00:00,Optical Frame,Bangalore_WH,193,121,86,228,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04477,2026-09-03 13:00:00,Reading Glasses,Delhi_WH,119,76,115,80,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04488,2026-09-04 00:00:00,Sunglasses,Delhi_WH,309,102,87,324,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04496,2026-09-04 08:00:00,Sunglasses,Mumbai_WH,378,220,212,386,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04504,2026-09-04 16:00:00,Optical Frame,Delhi_WH,433,246,73,606,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04570,2026-09-07 10:00:00,Reading Glasses,Delhi_WH,410,118,180,348,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04574,2026-09-07 14:00:00,Prescription Lens,Mumbai_WH,179,84,121,142,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04581,2026-09-07 21:00:00,Contact Lens,Mumbai_WH,193,254,149,298,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04583,2026-09-07 23:00:00,Optical Frame,Bangalore_WH,423,127,64,486,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04604,2026-09-08 20:00:00,Contact Lens,Bangalore_WH,351,236,66,521,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04623,2026-09-09 15:00:00,Reading Glasses,Bangalore_WH,482,116,124,474,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04631,2026-09-09 23:00:00,Contact Lens,Delhi_WH,272,132,100,304,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04647,2026-09-10 15:00:00,Reading Glasses,Mumbai_WH,305,297,83,519,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04650,2026-09-10 18:00:00,Sunglasses,Mumbai_WH,234,291,79,446,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04652,2026-09-10 20:00:00,Reading Glasses,Delhi_WH,252,112,271,93,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04667,2026-09-11 11:00:00,Optical Frame,Delhi_WH,354,226,196,384,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04675,2026-09-11 19:00:00,Optical Frame,Mumbai_WH,356,164,286,234,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04695,2026-09-12 15:00:00,Sunglasses,Mumbai_WH,440,182,298,324,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04705,2026-09-13 01:00:00,Sunglasses,Mumbai_WH,211,259,236,234,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04732,2026-09-14 04:00:00,Contact Lens,Bangalore_WH,135,130,243,22,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV04735,2026-09-14 07:00:00,Reading Glasses,Mumbai_WH,402,229,66,565,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04777,2026-09-16 01:00:00,Reading Glasses,Mumbai_WH,295,59,139,215,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04781,2026-09-16 05:00:00,Prescription Lens,Delhi_WH,296,213,146,363,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04791,2026-09-16 15:00:00,Prescription Lens,Bangalore_WH,264,166,192,238,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04800,2026-09-17 00:00:00,Prescription Lens,Mumbai_WH,240,209,223,226,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04832,2026-09-18 08:00:00,Optical Frame,Bangalore_WH,403,208,145,466,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV04851,2026-09-19 03:00:00,Reading Glasses,Mumbai_WH,394,261,287,368,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
